Instructor,Course,Term,Enroll,Evals_Made,Rcmnd_Class,Rcmnd_Instr,Study_Hrs_wk,Avg_Grade_Expected,Avg_Grade_Received
"Hsueh, Tzu-Chien",ECE 102 - Intro/Active Circuit Design (A),WI19,65,22,88.90%,77.80%,9.87,B (3.05),B (3.00)
"Guest, Clark C",ECE 111 - Advanced Digital Design Proj (A),FA13,65,32,69.00%,44.80%,11.19,B+ (3.65),B+ (3.39)
"Khoshabeh, Ramsin",ECE 140A - The Art of Product Eng I (A),WI19,65,23,86.40%,90.90%,7.95,B+ (3.41),B+ (3.43)
"Buckwalter, James",ECE 164 - Analog Integrtd Circuit Design (A),FA14,65,21,77.80%,88.90%,8.06,B+ (3.44),B (3.24)
"Galton, Ian A",ECE 164 - Analog Integrtd Circuit Design (A),FA07,65,57,96.40%,83.60%,9.8,B+ (3.43),B (3.09)
"Cosman, Pamela C.",ECE 172A - Introductn/Intelligent Systems (A),WI12,65,23,95.70%,91.30%,7.46,B+ (3.35),B (3.17)
"Miller, David R.",MAE 101A - Introductory Fluid Mechanics (B),WI12,65,32,93.80%,80.60%,9.38,B+ (3.40),B- (2.96)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (A),S111,65,34,97.10%,94.10%,10.15,B (3.15),C+ (2.49)
"Kleissl, Jan",MAE 123 - Intro/Transprt in Porous Media (A),WI19,65,22,90.00%,100.00%,6.12,B+ (3.38),B (3.25)
"Cattolica, Robert J",MAE 170 - Experimental Techniques (B),SP17,65,13,76.90%,76.90%,8.96,B+ (3.55),B- (2.92)
"Bahadori, Mohammad Yousef",MAE 181 - Space Mission Analysis/Design (A),FA17,65,20,80.00%,95.00%,5.87,B+ (3.39),B (3.04)
"Meyers, Marc",MAE 20 - Elements of Materials Science (A),WI10,65,18,94.40%,88.90%,5.5,B+ (3.56),B- (2.93)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),WI12,65,33,75.80%,81.80%,3.17,A- (3.84),B+ (3.49)
"Dasgupta, Sanjoy",CSE 101 - Design & Analysis of Algorithm (A),WI09,66,26,84.60%,96.20%,8.74,B (3.08),B- (2.86)
"Jhala, Ranjit",CSE 130 - Progrmng Lang:Princpl&Paradigm (A),FA07,66,57,89.30%,96.40%,8.57,B+ (3.57),B (3.24)
"Deutsch, Alin Bernard",CSE 132A - Database System Principles (A),FA13,66,24,77.30%,50.00%,6.32,B- (2.90),B (3.15)
"Deutsch, Alin Bernard",CSE 132B - Database System Applications (A),WI16,66,26,76.00%,68.00%,9.42,B (3.13),B+ (3.41)
"Tseng, Hung-Wei",CSE 141 - Intro/Computer Architecture (A),S214,66,21,81.00%,95.20%,10.79,B+ (3.67),B+ (3.35)
"Tullsen, Dean Michael",CSE 141 - Intro/Computer Architecture (A),WI15,66,17,88.20%,94.10%,7.56,B (3.18),B- (2.93)
"Elkan, Charles Peter",CSE 15L - Software Tools&Techniques Lab (A),WI11,66,35,54.30%,50.00%,3.13,B (3.18),B (3.24)
"Kumar, Rakesh",CSE 190 - Topics/Computer Sci & Engineer (C),SP14,66,19,89.50%,89.50%,4.08,B (3.22),B+ (3.55)
"Gaasterland, Theresa",CSE 191 - Semnr/Computer Sci & Engineer (C),SP14,66,24,100.00%,100.00%,1.11,A (4.00),A- (3.94)
"Braun, Oliver",CSE 21 - Math/Algorithm&Systems Analys (A),S216,66,40,89.50%,94.70%,6.61,B+ (3.56),N/A
"Dahlstrom, Dana B.",CSE 21 - Math/Algorithm&Systems Analys (A),SP09,66,31,51.60%,58.10%,4.24,B- (2.97),C+ (2.53)
"Marx, Susan S",CSE 5A - Introduction to Programming I (A),FA11,66,33,84.40%,75.00%,6.26,B (3.23),B- (2.90)
"Graham, Ronald L",CSE 8AL - Intro/Computer Science:JavaLab (D),FA13,66,48,91.50%,95.70%,3.38,A- (3.86),B+ (3.54)
"Hall, Drew A.",ECE 102 - Intro/Active Circuit Design (A),FA14,66,33,93.80%,96.90%,9.98,B+ (3.33),C+ (2.56)
"Tu, Charles",ECE 103 - Fundamntls/Devices & Materials (A),WI13,66,25,82.60%,60.90%,7.46,B (3.09),C+ (2.62)
"Fullerton, Eric E",ECE 107 - Electromagnetism (A),SP09,66,36,81.80%,93.90%,7.53,B (3.18),B- (2.85)
"Lin, Bill",ECE 111 - Advanced Digital Design Proj (A),SP13,66,13,92.30%,100.00%,7.5,B+ (3.58),B+ (3.37)
"Rao, Bhaskar D.",ECE 161A - Intr/Digital Signal Processing (A),FA18,66,20,75.00%,90.00%,8.8,C+ (2.63),C+ (2.65)
"Vasconcelos, Nuno",ECE 161C - Apps of Digital Signal Process (A),SP17,66,62,80.30%,63.90%,6.57,B (3.17),B- (2.76)
"Hall, Drew A.",ECE 164 - Analog Integrtd Circuit Design (A),FA17,66,49,100.00%,100.00%,11.89,B (3.02),B- (2.77)
"Unpingco, Jose H.",ECE 180 - Topics in ECE (D),FA17,66,32,86.20%,88.90%,7.43,A- (3.78),A (4.00)
"Das, Pankaj K",ECE 191 - Engineering Group Design Proj (A),SP17,66,11,63.60%,81.80%,9.95,B+ (3.36),B+ (3.69)
"Tu, Charles",ECE 191 - Engineering Group Design Proj (A),SP17,66,12,58.30%,75.00%,9.5,B+ (3.42),B+ (3.69)
"Bar-Yoseph, Pinhas",MAE 101B - Advanced Fluid Mechanics (B),SP08,66,45,90.20%,69.00%,6.18,B (3.15),B (3.12)
"Del Alamo, Juan Carlos",MAE 104 - Aerodynamics (A),FA15,66,21,100.00%,90.50%,6.31,B (3.24),C+ (2.53)
"Bandaru, Prabhakar",MAE 105 - Intro To Mathematical Physics (A),S117,66,6,100.00%,100.00%,6.83,B+ (3.67),B (3.27)
"Goddard, Joe D",MAE 107 - Computational Methods/Engineer (A),SP09,66,22,13.60%,22.70%,5.83,B- (2.86),C+ (2.39)
"Nesterenko, Vitali F",MAE 130C - Mechanics III: Vibrations (A),SU07,66,28,75.00%,67.90%,6.86,B (3.25),N/A
"Anderson, Mark Ronald",MAE 142 - Dynmcs&Control/Aerospace Vehic (A),WI17,66,20,94.40%,100.00%,3.72,A- (3.72),B+ (3.54)
"Tolley, Michael Thomas",MAE 150 - Computer-Aided Analysis&Design (B),SP19,66,25,91.30%,87.00%,10.07,B+ (3.48),B- (2.92)
"Anderson, Mark Ronald",MAE 155A - Aerospace Engineering Design I (A),WI11,66,36,97.10%,100.00%,6.21,B+ (3.64),B+ (3.42)
"de Callafon, Raymond A",MAE 175A - Aerospace Engineering Lab (A),WI10,66,19,84.20%,94.70%,7.13,B+ (3.63),B+ (3.56)
"Bahadori, Mohammad Yousef",MAE 180A - Spacecraft Guidance I (A),SP13,66,19,100.00%,89.50%,4.5,B+ (3.50),B- (3.00)
"Bandaru, Prabhakar",MAE 20 - Elements of Materials Science (A),WI18,66,25,76.00%,76.00%,5.94,B (3.00),B+ (3.31)
"McKittrick, Joanna M",MAE 20 - Elements of Materials Science (A),FA13,66,30,79.30%,72.40%,4.91,B+ (3.59),B- (2.92)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),WI18,66,29,92.60%,96.20%,5.31,A- (3.81),A- (3.86)
"Powell, Thomas Allan",CSE 135 - Server-side Web Applications (A),S212,67,19,100.00%,100.00%,13.76,B (3.26),B (3.22)
"Monteleoni, Claire",CSE 20 - Intro/Discrete Mathematics (A),WI08,67,59,77.20%,77.20%,4.33,B (3.14),C+ (2.67)
"Allos, Haytham Issa",CSE 8AL - Intro/Computer Science:JavaLab (F),FA13,67,47,97.80%,95.70%,3.17,A- (3.87),B+ (3.47)
"Kuzum, Duygu",ECE 103 - Fundamntls/Devices & Materials (A),SP17,67,20,64.70%,70.60%,6.62,B (3.18),B (3.07)
"Wang, Deli",ECE 103 - Fundamntls/Devices & Materials (A),WI12,67,25,70.80%,62.50%,7.17,B (3.16),B- (2.85)
"Wang, Deli",ECE 103 - Fundamntls/Devices & Materials (A),WI11,67,33,75.80%,69.70%,8.68,B (3.21),B- (2.91)
"Fullerton, Eric E",ECE 107 - Electromagnetism (A),SP12,67,30,82.10%,71.40%,9.9,B- (2.87),C+ (2.62)
"Gessner, Richard K.",ECE 140A - The Art of Product Eng I (A),WI19,67,23,86.40%,90.90%,7.95,B+ (3.41),B+ (3.43)
"Unpingco, Jose H.",ECE 143 - Programming for Data Analysis (A),WI19,67,54,94.30%,96.20%,7.62,A- (3.79),B+ (3.50)
"Nguyen, Truong Quang",ECE 161A - Intr/Digital Signal Processing (A),FA11,67,28,96.40%,92.90%,7.93,B (3.30),B (3.29)
"Nguyen, Truong Quang",ECE 161B - Digital Signal Processing I (A),WI12,67,24,95.80%,91.70%,6.58,B+ (3.54),B (3.08)
"Vasconcelos, Manuela",ECE 25 - Introduction to Digital Design (A),FA17,67,50,85.70%,63.30%,6.91,B+ (3.38),B (3.18)
"Gibson, Carl H.",MAE 101A - Introductory Fluid Mechanics (A),S111,67,30,76.70%,23.30%,7.23,B+ (3.54),B (3.04)
"Murakami, Hidenori",MAE 105 - Intro To Mathematical Physics (A),SP13,67,26,56.00%,68.00%,8.25,B+ (3.65),B (3.02)
"Saintillan, David",MAE 108 - Prob & Stats/Method/Mech Eng (B),SP15,67,24,79.20%,95.80%,5.63,B (3.21),B (3.15)
"Goddard, Joe D",MAE 110A - Thermodynamics (A),WI13,67,39,74.40%,17.90%,7.74,B- (2.76),B- (2.79)
"Chen, Renkun",MAE 118B - 21st Century Energy Tech I (A),WI10,67,25,96.00%,76.00%,6.67,B+ (3.32),B (3.12)
"Chen, Renkun",MAE 119 - 21st Century Energy Tech I (A),WI10,67,25,96.00%,76.00%,6.67,B+ (3.32),B (3.12)
"Van Den Einde, Yael Dahlia",MAE 130A - Mechanics I: Statics (A),FA17,67,55,89.10%,76.40%,8.61,B+ (3.33),B- (2.82)
"Lubarda, Vlado",MAE 130B - Mechanics II: Dynamics (A),SU10,67,26,84.60%,96.20%,10.58,B (3.15),N/A
"Bewley, Thomas R",MAE 144 - Embedded Control & Robotics (A),FA17,67,25,96.00%,84.00%,8.66,B+ (3.38),B (3.20)
"Tolley, Michael Thomas",MAE 150 - Computer-Aided Analysis&Design (A),SP17,67,27,96.00%,100.00%,8.58,B+ (3.35),B (3.10)
"Anderson, Mark Ronald",MAE 155A - Aerospace Engineering Design I (A),WI14,67,26,100.00%,100.00%,6.5,B+ (3.67),B+ (3.67)
"Freund, Yoav",CSE 101 - Design & Analysis of Algorithm (A),FA09,68,37,75.00%,52.80%,6.28,B (3.22),B (3.05)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (C),WI14,68,59,94.70%,89.50%,8.99,B (3.24),B (3.13)
"Siegel, Paul H.",ECE 101 - Linear Systems Fundamentals (A),WI12,68,38,86.80%,94.70%,9.26,B (3.28),B- (2.72)
"Esener, Sadik C",ECE 108 - Digital Circuits (A),WI13,68,33,68.80%,59.40%,8.95,B- (2.81),C+ (2.67)
"Lin, Bill",ECE 111 - Advanced Digital Design Proj (A),WI17,68,22,90.90%,100.00%,6.8,B+ (3.48),B+ (3.39)
"Lin, Bill",ECE 111 - Advanced Digital Design Proj (B),WI19,68,21,94.70%,100.00%,6.08,B+ (3.37),B+ (3.41)
"Lin, Bill",ECE 111 - Advanced Digital Design Proj (B),WI16,68,9,88.90%,77.80%,6.28,B+ (3.33),B+ (3.40)
"Rao, Ramesh R",ECE 153 - Probability&Random Process/Eng (A),SP17,68,29,74.10%,66.70%,8.35,B (3.19),B (3.01)
"Song, Hee Chun",ECE 161B - Digital Signal Processing I (B),WI15,68,20,89.50%,89.50%,6.94,B+ (3.32),B+ (3.44)
"Sworder, David D.",ECE 171B - Linear Control System Theory (A),FA15,68,19,94.40%,88.90%,7.5,B+ (3.69),B+ (3.40)
"Xiang, Jie",ECE 35 - Introduction to Analog Design (A),SP10,68,24,79.20%,20.80%,8.5,C+ (2.70),C+ (2.44)
"Eldon, John",ECE 5 - Intro to ECE (A),SP19,68,19,93.30%,93.30%,5.57,A- (3.87),B+ (3.52)
"Gilja, Vikash",ECE 5 - Intro to ECE (A),SP19,68,19,93.30%,93.30%,5.57,A- (3.87),B+ (3.52)
"Nguyen, Truong Quang",ECE 5 - Intro to ECE (A),SP19,68,19,93.30%,100.00%,5.57,A- (3.87),B+ (3.52)
"Baghdadchi, Saharnaz",ECE 65 - Components & Circuits Lab (A),FA18,68,53,96.20%,100.00%,7.86,B+ (3.42),B (3.01)
"Lasheras, Juan C.",MAE 101B - Advanced Fluid Mechanics (B),SP11,68,27,100.00%,92.60%,8.65,B+ (3.46),B (3.08)
"Michelin, Sebastien Honore Roland",MAE 107 - Computational Methods/Engineer (A),SU09,68,22,61.90%,66.70%,9.83,B (3.09),N/A
"Goddard, Joe D",MAE 107 - Computational Methods/Engineer (B),SP10,68,26,42.30%,7.70%,10.42,B- (2.92),C+ (2.35)
"Pawlak, Geno Ronald",MAE 122 - Flow & Transport/Environment (A),FA18,68,25,64.00%,72.00%,8.83,B (3.26),B (3.02)
"Kleissl, Jan",MAE 126B - Environmental Engineering Des. (A),SP17,68,19,100.00%,100.00%,7.06,A- (3.83),A- (3.72)
"Lubarda, Marko",MAE 130A - Mechanics I: Statics (A),SP19,68,23,100.00%,100.00%,4.88,B+ (3.62),B (3.10)
"Murakami, Hidenori",MAE 133 - Finite Element Methods in MAE (A),SP13,68,27,92.60%,88.90%,6.5,B+ (3.65),B (3.19)
"Harrington, Steven Merrill",MAE 155A - Aerospace Engineering Design I (A),WI09,68,37,83.80%,78.40%,4.99,B+ (3.63),B- (2.86)
"Meyers, Marc",MAE 160 - Mechanical Behavior/Materials (A),SP08,68,28,92.90%,89.30%,6.57,B+ (3.52),B (3.27)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),SP18,68,25,72.70%,72.70%,4.31,A- (3.81),A (4.00)
"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),SP14,69,24,100.00%,86.40%,11.41,B- (2.90),C+ (2.58)
"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),SP13,69,21,85.70%,61.90%,12.98,B (3.10),B- (2.78)
"Varghese, George",CSE 123 - Computer Networks (A),SP10,69,29,92.90%,85.70%,6.93,B+ (3.50),B+ (3.61)
"Chu, Isaac Y",CSE 132A - Database System Principles (A),S111,69,28,96.40%,96.30%,8.36,A- (3.71),B+ (3.66)
"Deutsch, Alin Bernard",CSE 132B - Database System Applications (A),WI15,69,22,76.20%,76.20%,7.2,B+ (3.42),B+ (3.31)
"Mercati, Pietro",CSE 140 - Component&Desgn Tech/Digtl Sys (A),S216,69,38,100.00%,100.00%,8.28,A- (3.70),A- (3.72)
"Eldon, John",CSE 141L - Project/Computer Architecture (B),FA17,69,30,59.30%,85.20%,8.06,B (3.26),B (3.25)
"Gillespie, Gary N",CSE 95 - Tutor Apprentice (A),SP17,69,47,87.00%,89.10%,1.88,A (4.00),N/A
"Gillespie, Gary N",CSE 95 - Tutor Apprentice (A),FA16,69,58,85.70%,98.20%,1.48,A (4.00),N/A
"Lin, Bill",ECE 111 - Advanced Digital Design Proj (A),WI19,69,24,73.90%,95.70%,7.5,B+ (3.42),B+ (3.41)
"Franceschetti, Massimo",ECE 158A - Data Networks I (A),FA15,69,20,76.50%,88.20%,6.26,B (3.19),B- (2.87)
"Rao, Bhaskar D.",ECE 161A - Intr/Digital Signal Processing (A),FA09,69,39,94.90%,94.90%,8.5,B (3.06),C+ (2.59)
"Guest, Clark C",ECE 30 - Intro to Computer Engineering (A),FA11,69,36,57.10%,65.70%,7.87,B (3.26),C+ (2.42)
"Lanckriet, Gert",ECE 30 - Intro to Computer Engineering (A),SP09,69,53,75.50%,86.80%,5.72,B+ (3.31),C+ (2.44)
"Xiang, Jie",ECE 35 - Introduction to Analog Design (A),SP11,69,32,90.60%,61.30%,9.69,B (3.10),C+ (2.54)
"Krasheninnikov, Sergei",MAE 101A - Introductory Fluid Mechanics (B),FA15,69,27,88.50%,30.80%,5.78,B (3.19),C+ (2.64)
"Bahadori, Mohammad Yousef",MAE 101B - Advanced Fluid Mechanics (A),SU07,69,50,95.80%,97.90%,8.01,B+ (3.50),N/A
"Bahadori, Mohammad Yousef",MAE 113 - Fundamentals of Propulsion (A),WI14,69,32,96.80%,83.90%,6.44,B (3.27),B- (2.80)
"Lasheras, Juan C.",MAE 113 - Fundamentals of Propulsion (A),WI15,69,22,90.90%,100.00%,7.05,B+ (3.50),B (3.07)
"Kleissl, Jan",MAE 123 - Intro/Transprt in Porous Media (A),WI17,69,22,100.00%,100.00%,4.9,B+ (3.42),B+ (3.39)
"Kleissl, Jan",MAE 126A - Environmental Enginring Lab (A),WI17,69,19,100.00%,100.00%,5.13,A- (3.94),B+ (3.57)
"Amaddeo, Carmen N.",MAE 130B - Mechanics II: Dynamics (B),WI19,69,30,88.90%,92.60%,6.36,B (3.11),B (3.00)
"Bewley, Thomas R",MAE 144 - Embedded Control & Robotics (A),FA18,69,26,64.00%,44.00%,10.5,B- (2.78),B+ (3.43)
"Kerckhoffs, Roy",MAE 150 - Computer-Aided Analysis&Design (A),SP08,69,33,84.40%,84.40%,8.26,B (3.17),B- (2.84)
"Lal, Ratnesh",MAE 170 - Experimental Techniques (B),FA17,69,27,36.00%,50.00%,10.19,B (3.23),B- (2.96)
"Bahadori, Mohammad Yousef",MAE 180A - Spacecraft Guidance I (A),SP09,69,57,98.20%,98.20%,4.29,B+ (3.58),B (3.01)
"McEneaney, William Michael",MAE 180A - Spacecraft Guidance I (A),SP10,69,19,94.40%,66.70%,4.72,B+ (3.44),B (3.24)
"Gravish, Nicholas G",MAE 3 - Intro/Engineering Graphcs&Desn (A),SP17,69,62,85.20%,91.80%,12.11,B+ (3.51),B (3.27)
"Impagliazzo, Russell",CSE 101 - Design & Analysis of Algorithm (A),SP11,70,31,85.70%,57.10%,7.97,B (3.28),C+ (2.65)
"Krueger, Ingolf",CSE 110 - Software Engineering (A),WI11,70,38,84.20%,73.70%,7.24,B+ (3.33),B (3.18)
"Jhala, Ranjit",CSE 131 - Compiler Construction (A),FA18,70,23,95.50%,100.00%,8.86,B+ (3.65),B+ (3.48)
"Chu, Isaac Y",CSE 132A - Database System Principles (A),S112,70,18,94.40%,88.90%,10.74,B+ (3.53),B+ (3.36)
"Gupta, Rajesh K.",CSE 140L - Digital Systems Laboratory (C),WI17,70,62,74.20%,67.70%,6.37,B+ (3.68),B+ (3.63)
"Esmaeilzadeh, Hadi",CSE 141 - Intro/Computer Architecture (B),WI19,70,67,72.30%,73.00%,6.71,B+ (3.31),B+ (3.57)
"Kumar, Rakesh",CSE 190 - Topics/Computer Sci & Engineer (F),SP16,70,53,94.30%,94.30%,4.69,B+ (3.63),B+ (3.50)
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (A),S116,70,58,100.00%,93.10%,11.43,B+ (3.69),B+ (3.40)
"Gillespie, Gary N",CSE 90 - Undergraduate Seminar (A),FA15,70,53,98.00%,96.00%,1.43,A- (3.82),N/A
"Larson, Lawrence E.",ECE 100 - Linear Electronic Systems (A),WI10,70,35,94.30%,100.00%,8.09,B+ (3.43),C+ (2.47)
"Quest, Kevin B",ECE 101 - Linear Systems Fundamentals (A),WI11,70,25,84.00%,92.00%,7.94,B- (2.96),C+ (2.59)
"Lin, Bill",ECE 111 - Advanced Digital Design Proj (A),WI16,70,22,81.80%,81.80%,7.83,B (3.29),B+ (3.40)
"Galton, Ian A",ECE 164 - Analog Integrtd Circuit Design (A),FA11,70,32,96.90%,96.90%,10.56,B+ (3.42),B- (2.78)
"Galton, Ian A",ECE 164 - Analog Integrtd Circuit Design (A),FA09,70,63,95.20%,96.80%,9.48,B+ (3.55),C (2.23)
"Sworder, David D.",ECE 171B - Linear Control System Theory (B),FA16,70,20,88.20%,70.60%,7.32,B (3.18),B (3.20)
"Eldon, John",ECE 30 - Intro to Computer Engineering (A),WI18,70,25,59.10%,90.50%,5.98,B (3.14),B (3.22)
"Del Alamo, Juan Carlos",MAE 104 - Aerodynamics (A),FA16,70,16,93.30%,93.30%,7.03,B (3.27),C+ (2.61)
"Goddard, Joe D",MAE 110A - Thermodynamics (A),WI08,70,39,60.50%,13.20%,8.91,B- (2.79),C+ (2.46)
"Seshadri, Kalyanasundaram",MAE 113 - Fundamentals of Propulsion (A),WI16,70,27,65.40%,57.70%,6.02,B (3.08),B- (2.97)
"Gille, Sarah T",MAE 124 - The Human Earth (A),SP08,70,46,76.70%,81.40%,3.17,B (3.16),B- (2.94)
"Van Den Einde, Yael Dahlia",MAE 130A - Mechanics I: Statics (A),FA15,70,43,87.80%,78.00%,8.85,B (3.26),C+ (2.68)
"Murakami, Hidenori",MAE 130C - Mechanics III: Vibrations (A),WI15,70,36,97.10%,91.40%,6.09,B+ (3.51),B (3.09)
"Martinez, Sonia",MAE 140 - Linear Circuits (A),FA11,70,23,90.00%,85.00%,6.6,B+ (3.57),C+ (2.61)
"de Callafon, Raymond A",MAE 175A - Aerospace Engineering Lab (A),WI09,70,68,73.10%,80.60%,9.4,B+ (3.41),B+ (3.59)
"McKittrick, Joanna M",MAE 20 - Elements of Materials Science (A),WI11,70,29,72.40%,58.60%,5.21,B+ (3.38),B (3.05)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),FA17,70,32,75.00%,82.10%,3.76,A- (3.88),A- (3.94)
"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (D),FA15,71,30,96.40%,89.30%,10.43,B (3.29),B- (2.79)
"Shacham, Hovav",CSE 127 - Intro to Computer Security (A),SP17,71,26,95.80%,95.80%,11.83,B- (2.77),B- (2.77)
"Ord, Richard",CSE 131 - Compiler Construction (A),SP10,71,37,78.40%,94.60%,16.01,B+ (3.35),C+ (2.53)
"Swanson, Steven James",CSE 141L - Project/Computer Architecture (A),SP13,71,22,90.50%,100.00%,11.45,A- (3.71),A- (3.72)
"Cottrell, Garrison W",CSE 190 - Topics/Computer Sci & Engineer (A),FA16,71,24,95.70%,78.30%,11.64,B+ (3.35),B (3.16)
"Cicotti, Pietro",CSE 20 - Intro/Discrete Mathematics (A),S113,71,28,69.20%,57.70%,8.98,B (3.00),B- (2.72)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),FA07,71,72,98.60%,100.00%,11.58,B+ (3.44),B (3.05)
"Taur, Yuan",ECE 103 - Fundamntls/Devices & Materials (A),FA11,71,36,80.00%,60.00%,9.47,B+ (3.32),B- (2.87)
"Lin, Bill",ECE 111 - Advanced Digital Design Proj (A),WI15,71,19,100.00%,93.80%,9.03,B+ (3.64),B+ (3.35)
"Quest, Kevin B",ECE 120 - Solar System Physics (A),SP14,71,21,100.00%,94.70%,2.61,B+ (3.56),B- (2.85)
"Song, Bang Sup",ECE 163 - Electronic Circuits & Systems (A),SP14,71,31,88.90%,40.70%,10.13,B+ (3.32),B (3.08)
"Rebeiz, Gabriel",ECE 166 - Microwave Systems and Circuits (A),FA12,71,36,97.10%,100.00%,10.96,B+ (3.68),B (3.16)
"Nomura, Keiko K.",MAE 101B - Advanced Fluid Mechanics (B),SP13,71,31,86.70%,73.30%,8.16,B (3.00),C+ (2.57)
"Pandey, Amit Prakash",MAE 107 - Computational Methods/Engineer (A),S217,71,14,92.30%,92.30%,7.12,A- (3.92),N/A
"Krasheninnikov, Sergei",MAE 118 - Intro to Energy & Environment (A),WI19,71,22,81.00%,76.20%,4.31,B+ (3.48),B- (2.73)
"de Callafon, Raymond A",MAE 143B - Linear Control (A),SU09,71,18,94.40%,83.30%,9.5,B (3.00),N/A
"Jayson, Eric",MAE 150 - Computer-Aided Analysis&Design (A),SP13,71,20,90.00%,85.00%,11.45,B (3.26),B- (2.85)
"Anderson, Mark Ronald",MAE 155A - Aerospace Engineering Design I (A),WI10,71,23,91.30%,95.70%,5.89,A- (3.73),B (3.23)
"Harrington, Steven Merrill",MAE 155A - Aerospace Engineering Design I (A),WI10,71,23,91.30%,78.30%,5.54,A- (3.73),B (3.23)
"Garay, Javier",MAE 3 - Intro/Engineering Graphcs&Desn (A),SP17,71,62,95.20%,85.50%,13.52,B+ (3.60),B+ (3.63)
"Chu, Isaac Y",CSE 136 - Enterprise-class Web Applcatns (A),S212,72,19,84.20%,84.20%,10.18,B+ (3.59),B+ (3.39)
"Eldon, John",CSE 141L - Project/Computer Architecture (A),FA17,72,20,66.70%,83.30%,7.06,B (3.06),B (3.25)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),FA08,72,62,98.40%,100.00%,11.32,B+ (3.53),B (3.03)
"Baghdadchi, Saharnaz",ECE 101 - Linear Systems Fundamentals (A),S216,72,54,98.10%,98.10%,10.58,B (3.20),B- (2.77)
"Schurgers, Curt",ECE 102 - Intro/Active Circuit Design (A),FA09,72,42,87.80%,80.50%,7.82,B (3.05),C (2.22)
"Asbeck, Peter Michael",ECE 125A - Intro to Power Electronics I (A),WI17,72,14,92.90%,78.60%,9.12,B (3.07),B- (2.80)
"Rao, Bhaskar D.",ECE 161A - Intr/Digital Signal Processing (A),FA17,72,23,100.00%,95.20%,9,B+ (3.30),C+ (2.49)
"Lin, Bill",ECE 25 - Introduction to Digital Design (A),FA16,72,28,80.80%,88.50%,4.81,B+ (3.50),B- (2.85)
"Miller, David R.",MAE 101B - Advanced Fluid Mechanics (A),SP10,72,28,96.40%,85.70%,8.14,B+ (3.46),B- (2.87)
"Lasheras, Juan C.",MAE 104 - Aerodynamics (A),FA07,72,46,95.60%,80.00%,5.88,B (3.18),B- (2.82)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (A),SU09,72,32,100.00%,100.00%,10.94,B (3.26),N/A
"de Oliveira, Mauricio",MAE 140 - Linear Circuits (A),S211,72,16,75.00%,100.00%,9,A- (3.75),B+ (3.46)
"Skelton, Robert E",MAE 142 - Dynmcs&Control/Aerospace Vehic (A),WI08,72,46,22.20%,24.40%,8.2,B- (2.80),B- (2.72)
"de Callafon, Raymond A",MAE 143B - Linear Control (A),SU10,72,18,72.20%,94.40%,7.56,B (3.17),N/A
"Bandaru, Prabhakar",MAE 20 - Elements of Materials Science (A),WI17,72,25,95.70%,95.70%,5.26,B+ (3.68),B+ (3.56)
"Lubarda, Vlado",MAE 20 - Elements of Materials Science (A),WI09,72,22,85.00%,84.20%,4.1,B+ (3.40),B (3.09)
"Tolley, Michael Thomas",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA17,72,63,91.90%,96.70%,13.01,B+ (3.40),B+ (3.49)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),FA18,72,27,84.60%,84.00%,4.81,A- (3.84),A- (3.95)
"Whitehill, Jacob R",CSE 12 - Basic Data Struct & OO Design (B),S112,73,22,90.90%,100.00%,8.86,B+ (3.32),B+ (3.40)
"Shonle, Macneil Charles",CSE 130 - Progrmng Lang:Princpl&Paradigm (A),S215,73,27,85.20%,66.70%,6.88,B+ (3.41),B+ (3.65)
"Katsis, Ioannis",CSE 132A - Database System Principles (A),S113,73,13,91.70%,91.70%,8.33,B (3.17),B (3.13)
"Powell, Thomas Allan",CSE 134B - Web Client Languages (A),S112,73,19,89.50%,84.20%,11.55,B- (2.94),B (3.04)
"Swanson, Steven James",CSE 141 - Intro/Computer Architecture (A),SP13,73,26,100.00%,96.20%,6.5,B+ (3.42),B+ (3.38)
"Snavely, Allan Edward",CSE 141L - Project/Computer Architecture (A),FA11,73,25,95.80%,100.00%,9.62,B+ (3.67),A- (3.75)
"Tullsen, Dean Michael",CSE 141L - Project/Computer Architecture (A),WI15,73,20,63.20%,78.90%,12.5,B+ (3.33),B+ (3.50)
"Kumar, Rakesh",CSE 190 - Topics/Computer Sci & Engineer (D),SP15,73,28,88.50%,88.50%,4.67,B+ (3.68),B+ (3.49)
